clean_address,crime_count,most_frequent_crime
E  LAFAYETTE AV,5,SIMPLE ASSAULT
E  LAFAYETTE AV     ,12,SIMPLE ASSAULT
E  LAFAYETTE AVE,1,LARCENY
E  LAFAYETTE AVE    ,8,CRIMINAL MISCHIEF
E  LAFAYETTE ST,1,POSSESSION/USE DANGEROUS WEAPONS
E  LAUREL,1,OFFN AGAINST FAMILY
E  LAUREL ST,33,SIMPLE ASSAULT
E  LAUREL ST   ,1,AGGRAVATED ASSAULT
E  LAUREL ST     ,77,SIMPLE ASSAULT
E  LODI ST,1,OFFN AGAINST FAMILY
E  MAIN ST     ,1,SALE/MANUFACTURE CONTROLLED SUBSTANCE
E  MARTIN LUTHER KING,2,CRIMINAL MISCHIEF
E  MARTIN LUTHER KING        ,9,ALL OTHER OFFENSES
E  MARTIN LUTHER KING BLVD   ,1,POSSESSION/USE DANGEROUS WEAPONS
E  MATSON,1,SIMPLE ASSAULT
E  MATSON        ,2,SIMPLE ASSAULT
E  MATSON AV,3,SIMPLE ASSAULT
E  MATSON AV     ,13,SIMPLE ASSAULT
E  MATSON AVE,5,CRIMINAL MISCHIEF
E  MATSON AVE    ,7,SIMPLE ASSAULT
E  MATSON ST,1,CRIMINAL MISCHIEF
E  MIDLER AV     ,1,SIMPLE ASSAULT
E  ONONAGA ST     ,1,CRIMINAL MISCHIEF
E  ONONDAGA ST,41,LARCENY
E  ONONDAGA ST     ,94,LARCENY
E  OSTRANDER,1,SIMPLE ASSAULT
E  OSTRANDER AV,2,LARCENY
E  OSTRANDER AV     ,7,CRIMINAL MISCHIEF
E  OSTRANDER AVE    ,2,CRIMINAL MISCHIEF
E  RAYNOR,7,SIMPLE ASSAULT
E  RAYNOR AV,24,POSSESSION/MARIJUANA
E  RAYNOR AV   ,1,AGGRAVATED ASSAULT
E  RAYNOR AV     ,25,POSSESSION/MARIJUANA
E  RAYNOR AVE,4,POSSESSION/USE DANGEROUS WEAPONS
E  RAYNOR AVE    ,10,ALL OTHER OFFENSES
E  RAYNOR ST,1,POSSESSION/MARIJUANA
E  RAYNOR ST     ,2,LARCENY
E  SENECA TPKE,18,SIMPLE ASSAULT
E  SENECA TPKE   ,66,SIMPLE ASSAULT
E  TAYLOR ST,11,ALL OTHER OFFENSES
E  TAYLOR ST     ,23,POSSESSION/MARIJUANA
E  WARRINGTON AV     ,1,LARCENY
E  WARRINGTON RD,3,CRIMINAL MISCHIEF
E  WARRINGTON RD     ,14,CRIMINAL MISCHIEF
E  WASHINGTON        ,1,ALL OTHER OFFENSES
E  WASHINGTON ST,56,OFFN AGAINST FAMILY
E  WASHINGTON ST     ,159,CRIMINAL MISCHIEF
E  WASHINGTON ST/ S. WARREN ST     ,1,POSSESSION/USE DANGEROUS WEAPONS
E  WATER ST,30,CRIMINAL MISCHIEF
E  WATER ST     ,75,LARCENY
E  WILLIOW ST,1,BURGLARY
E  WILLOW,1,LARCENY
E  WILLOW        ,1,AGGRAVATED ASSAULT
E  WILLOW ST,29,CRIMINAL MISCHIEF
E  WILLOW ST     ,75,LARCENY
E  WSHINGTON        ,1,OFFN AGAINST FAMILY
E ADAMS ST   ,1,AGGRAVATED ASSAULT
E ADAMS ST     ,11,LARCENY
E ADAMS ST & S CROUSE AVE        ,1,LARCENY
E ADAMS ST AND ALMOND ST        ,1,OFFN AGAINST FAMILY
E ADAMS ST AT HARRISON PL        ,1,SIMPLE ASSAULT
E BEARD AV   ,4,MV THEFT
E BELDEN AV ,1,BURGLARY
E BELDEN AV   ,3,BURGLARY
E BISSELL ST     ,2,BURGLARY
E BORDEN AV   ,2,LARCENY
E BRIGHTON AV,1,AGGRAVATED ASSAULT
E BRIGHTON AV ,3,LARCENY
E BRIGHTON AV   ,58,LARCENY
E CHAFFEE AV ,1,MV THEFT
E COLVIN ST,1,AGGRAVATED ASSAULT
E COLVIN ST   ,1,ROBBERY
E COLVIN ST     ,17,LARCENY
E DIVISION ST,2,AGGRAVATED ASSAULT
E DIVISION ST   ,2,BURGLARY
E DIVISION ST     ,17,AGGRAVATED ASSAULT
E DIVISION ST        ,1,ROBBERY
E DIVISON ST,1,BURGLARY
E FAYETTE ST,1,ROBBERY
E FAYETTE ST ,3,MURDER
E FAYETTE ST   ,7,LARCENY
E FAYETTE ST     ,80,AGGRAVATED ASSAULT
E FAYETTE ST & S SALINA ST        ,1,MV THEFT
E FAYETTE ST & WESTMORELAND AV    ,1,MURDER
E Fayette St,1,MURDER
E GENESEE PKWY   ,1,AGGRAVATED ASSAULT
E GENESEE ST   ,6,LARCENY
E GENESEE ST     ,106,LARCENY
E GENESEE ST & COLUMBUS AV        ,1,MV THEFT
E GENESEE ST & IRVING AV  ,1,AGGRAVATED ASSAULT
E GENESEE ST & S CROUSE AVE        ,1,LARCENY
E GLEN AV ,1,LARCENY
E GLEN AV   ,10,AGGRAVATED ASSAULT
E JEFFERSON ST     ,14,LARCENY
E JEFFERSON ST & S WARREN ST        ,1,LARCENY
E KENNEDY ST     ,2,MV THEFT
E LAFAYETTE AV   ,2,AGGRAVATED ASSAULT
E LAUREL ST   ,2,AGGRAVATED ASSAULT
E LAUREL ST     ,12,BURGLARY
E LAUREL ST & CATHERINE ST    ,1,AGGRAVATED ASSAULT
E LAUREL ST & LODI ST        ,1,AGGRAVATED ASSAULT
E MATSON AV ,1,LARCENY
E MATSON AV   ,1,LARCENY
E ONONDAGA ST   ,3,LARCENY
E ONONDAGA ST     ,15,LARCENY
E OSTRANDER AV ,1,MV THEFT
E RAYNOR AV   ,2,AGGRAVATED ASSAULT
E RAYNOR ST     ,1,SIMPLE ASSAULT
E REMINGTON AV   ,1,MV THEFT
E SENECA TPKE   ,7,LARCENY
E TAYLOR ST,1,AGGRAVATED ASSAULT
E TAYLOR ST   ,1,LARCENY
E TAYLOR ST     ,1,LARCENY
E TAYLOR ST AT S SALINA S        ,1,ALL OTHER OFFENSES
E WARRINGTON RD     ,2,LARCENY
E WASHINGTON ST   ,1,LARCENY
E WASHINGTON ST     ,21,AGGRAVATED ASSAULT
E WASHINGTON ST & S WARREN ST        ,2,LARCENY
E WASHINGTON ST / S STATE ST        ,1,OFFN AGAINST FAMILY
E WATER ST ,1,MV THEFT
E WATER ST   ,2,AGGRAVATED ASSAULT
E WATER ST     ,7,MV THEFT
E WATER ST & S SALINA ST    ,1,AGGRAVATED ASSAULT
E WILLOW ST,1,ROBBERY
E WILLOW ST ,1,BURGLARY
E WILLOW ST   ,4,BURGLARY
E WILLOW ST     ,14,LARCENY
E. FAYETTE ST/ ALLEN ST.        ,1,SIMPLE ASSAULT
EAST,2,CRIMINAL MISCHIEF
EAST ADAMS ST SYRACU,1,SEX OFFENSES
EAST AV,4,POSSESSION/MARIJUANA
EAST AV   ,4,MV THEFT
EAST AV     ,15,SIMPLE ASSAULT
EAST AVE    ,5,CRIMINAL MISCHIEF
EAST COLVIN ST     ,1,LARCENY
EAST GENESEE ST     ,1,CRIMINAL MISCHIEF
EASTMAN        ,5,CRIMINAL MISCHIEF
EASTMAN AV,2,POSSESSION/MARIJUANA
EASTMAN AV   ,2,AGGRAVATED ASSAULT
EASTMAN AV     ,11,CRIMINAL MISCHIEF
EASTMAN AVE    ,2,CRIMINAL MISCHIEF
EASTVIEW AV,1,SIMPLE ASSAULT
EASTVIEW AV     ,7,SIMPLE ASSAULT
EB 690 EXIT 16 FRWY   ,1,CRIMINAL MISCHIEF
EB I 690,5,DRIVING UNDER INFLUENCE
EB I 690        ,9,DRIVING UNDER INFLUENCE
EB I690        ,1,POSSESSION/USE DANGEROUS WEAPONS
EDGEHILL RD,5,BURGLARY
EDGEHILL RD     ,4,LARCENY
EDGEMONT DR,1,SIMPLE ASSAULT
EDGEMONT DR     ,2,LARCENY
EDGEWOOD AV,2,CRIMINAL MISCHIEF
EDGEWOOD AV     ,2,CRIMINAL MISCHIEF
EDGEWOOD AVE    ,3,CRIMINAL MISCHIEF
EDISON ST     ,6,BURGLARY
EDMUND AV   ,1,BURGLARY
EDMUND AV     ,3,BURGLARY
EDNA RD,5,CRIMINAL MISCHIEF
EDNA RD     ,15,CRIMINAL MISCHIEF
EDTIM RD,10,CRIMINAL MISCHIEF
EDTIM RD   ,4,MV THEFT
EDTIM RD     ,42,LARCENY
EILEEN COLLINS ARPT,1,SIMPLE ASSAULT
EL DORADO ST     ,1,LARCENY
ELDORADO ST,11,CRIMINAL MISCHIEF
ELDORADO ST     ,14,SIMPLE ASSAULT
ELECTRONICS PKWY   ,1,LARCENY
ELIZ.BLACKWELL ST,2,POSSESSION/MARIJUANA
ELIZ.BLACKWELL ST     ,1,LARCENY
ELIZABETH BLACKWELL ST     ,5,LARCENY
ELIZABETH ST,11,SIMPLE ASSAULT
ELIZABETH ST   ,1,LARCENY
ELIZABETH ST     ,17,SIMPLE ASSAULT
ELK ST,24,SIMPLE ASSAULT
ELK ST   ,1,MV THEFT
ELK ST     ,37,LARCENY
ELLEN ST,4,SIMPLE ASSAULT
ELLEN ST     ,2,MV THEFT
ELLIOIT ST     ,1,SIMPLE ASSAULT
ELLIOT ST,5,SIMPLE ASSAULT
ELLIOT ST     ,7,CRIMINAL MISCHIEF
ELLIOTT ST,21,SIMPLE ASSAULT
ELLIOTT ST   ,1,LARCENY
ELLIOTT ST     ,82,SIMPLE ASSAULT
ELLIS DR,1,LARCENY
ELLIS RD   N ,1,RAPE
ELLIS ST,18,SIMPLE ASSAULT
ELLIS ST   ,3,LARCENY
ELLIS ST     ,46,CRIMINAL MISCHIEF
ELLIS ST/ E FAYETTE ST        ,1,SIMPLE ASSAULT
ELM        ,1,SIMPLE ASSAULT
ELM ST,33,SIMPLE ASSAULT
ELM ST   ,2,LARCENY
ELM ST     ,89,LARCENY
ELMHURST,2,FRAUD
ELMHURST        ,2,CRIMINAL MISCHIEF
ELMHURST AT ONONDAGA CR BLVD,1,POSSESSION/USE DANGEROUS WEAPONS
ELMHURST AV,11,SIMPLE ASSAULT
ELMHURST AV   ,1,ROBBERY
ELMHURST AV     ,23,LARCENY
ELMHURST AVE    ,2,CRIMINAL MISCHIEF
ELMWOOD,1,SIMPLE ASSAULT
ELMWOOD        ,1,OFFN AGAINST FAMILY
ELMWOOD AV,9,SIMPLE ASSAULT
ELMWOOD AV   ,1,AGGRAVATED ASSAULT
ELMWOOD AV     ,24,SIMPLE ASSAULT
ELMWOOD AVE    ,5,SIMPLE ASSAULT
ELOISE TER,1,POSSESSION/MARIJUANA
ELOISE TER    ,8,AGGRAVATED ASSAULT
ELSNER ST,2,CRIMINAL MISCHIEF
ELSNER ST     ,2,BURGLARY
EMERSON,14,CRIMINAL MISCHIEF
EMERSON        ,6,SIMPLE ASSAULT
EMERSON AV,40,SIMPLE ASSAULT
EMERSON AV   ,13,LARCENY
EMERSON AV     ,90,SIMPLE ASSAULT
EMERSON AV AV,1,AGGRAVATED ASSAULT
EMERSON AVE,5,CRIMINAL MISCHIEF
EMERSON AVE    ,36,SIMPLE ASSAULT
EMHURST AV     ,1,OFFN AGAINST FAMILY
EMPIRE        ,1,CRIMINAL MISCHIEF
EMPIRE AV,9,POSSESSION/MARIJUANA
EMPIRE AV   ,1,LARCENY
EMPIRE AV     ,25,SIMPLE ASSAULT
EMPIRE AVE,2,CRIMINAL MISCHIEF
EMPIRE AVE    ,6,CRIMINAL MISCHIEF
ENDRES DR,1,SIMPLE ASSAULT
ENFIELD PL,1,OFFN AGAINST FAMILY
ENFIELD PL     ,1,LARCENY
ENGLERT AVE    ,1,CRIMINAL MISCHIEF
ENGLEWOOD        ,2,OFFN AGAINST FAMILY
ENGLEWOOD AV,5,SIMPLE ASSAULT
ENGLEWOOD AV   ,5,LARCENY
ENGLEWOOD AV     ,13,SIMPLE ASSAULT
ENGLEWOOD AVE    ,5,CRIMINAL MISCHIEF
EREI BLVD E,1,CRIMINAL MISCHIEF
ERICKSON        ,1,LARCENY
ERICKSON ST,2,AGGRAVATED ASSAULT
ERICKSON ST     ,10,SIMPLE ASSAULT
ERIE AX   E ,1,LARCENY
ERIE BLVD,8,LARCENY
ERIE BLVD   ,26,LARCENY
ERIE BLVD AT S WARREN ST        ,1,LARCENY
ERIE BLVD E,331,LARCENY
ERIE BLVD E ,1054,LARCENY
ERIE BLVD E        ,1,LARCENY
ERIE BLVD E & JAMES ST        ,1,MV THEFT
ERIE BLVD E & LODI ST        ,1,AGGRAVATED ASSAULT
ERIE BLVD E & WESTMORELAND AV        ,1,LARCENY
ERIE BLVD EAST        ,2,ALL OTHER OFFENSES
ERIE BLVD ST   E ,1,KIDNAPPING
ERIE BLVD W,82,CRIMINAL MISCHIEF
ERIE BLVD W ,233,LARCENY
ERIE BLVD W FROM NB WEST ST RAMP   ,1,POSSESSION/USE DRUG
ERIE BLVD WAY    ,1,LARCENY
ERIE E BLVD   ,1,CRIMINAL MISCHIEF
ERIE ST,21,SIMPLE ASSAULT
ERIE ST     ,52,SIMPLE ASSAULT
ERIE ST & AVERY AV        ,1,AGGRAVATED ASSAULT
ESF CAMPUS DR   E,1,LARCENY
ESF CAMPUS DR   E ,1,OFFN AGAINST FAMILY
ESSEX ST,16,SIMPLE ASSAULT
ESSEX ST     ,27,SIMPLE ASSAULT
ETHEL ST,1,SIMPLE ASSAULT
ETHEL ST     ,1,BURGLARY
EUCLID,11,LARCENY
EUCLID        ,5,CRIMINAL MISCHIEF
EUCLID AV,73,LARCENY
EUCLID AV ,1,LARCENY
EUCLID AV   ,52,LARCENY
EUCLID AV     ,146,LARCENY
EUCLID AV & ACKERMAN AV        ,1,LARCENY
EUCLID AVE,13,CRIMINAL MISCHIEF
EUCLID AVE    ,51,LARCENY
EUCLID ST     ,1,LARCENY
EUCLID TER    ,1,CRIMINAL MISCHIEF
EULID AV     ,1,CRIMINAL MISCHIEF
EUREKA ST,6,SIMPLE ASSAULT
EUREKA ST     ,24,LARCENY
EURIKA ST,1,CRIMINAL MISCHIEF
EVALEEN,2,OFFN AGAINST FAMILY
EVALEEN        ,3,CRIMINAL MISCHIEF
EVALEEN AV,1,CRIMINAL MISCHIEF
EVALEEN AV     ,23,SIMPLE ASSAULT
EVALEEN AVE,1,SIMPLE ASSAULT
EVALEEN AVE    ,6,CRIMINAL MISCHIEF
EVALEEN TER,1,CRIMINAL MISCHIEF
EVANS ST     ,1,LARCENY
EXCHANGE ST,3,PROSTITUTION PATRON/PROMOTING
Erie E BLVD   ,1,LARCENY
FABIUS ST,47,POSSESSION/MARIJUANA
FABIUS ST   ,2,LARCENY
FABIUS ST     ,62,SIMPLE ASSAULT
FAGE,6,CRIMINAL MISCHIEF
FAGE AV,6,POSSESSION/MARIJUANA
FAGE AV ,1,AGGRAVATED ASSAULT
FAGE AV   ,12,AGGRAVATED ASSAULT
FAGE AV     ,30,SIMPLE ASSAULT
FAGE AVE,3,CRIMINAL MISCHIEF
FAGE AVE    ,24,SIMPLE ASSAULT
FAIRDALE AV     ,1,LARCENY
FAIRFIELD,1,SIMPLE ASSAULT
FAIRFIELD AV,9,CRIMINAL MISCHIEF
FAIRFIELD AV     ,15,SIMPLE ASSAULT
FAIRFIELD AVE,3,ALL OTHER OFFENSES
FAIRFIELD AVE    ,2,DRIVING UNDER INFLUENCE
FAIRVIEW,1,POSSESSION/USE DANGEROUS WEAPONS
FAIRVIEW AV,2,POSSESSION/MARIJUANA
FAIRVIEW AV     ,5,CRIMINAL MISCHIEF
FAIRVIEW AVE,1,BURGLARY
FALSTAFF RD,1,POSSESSION/USE DRUG
FARFIELD AV     ,1,CRIMINAL MISCHIEF
FARM ACRE RD,3,BURGLARY
FARM ACRE RD     ,8,LARCENY
FARMER ST,8,POSSESSION/MARIJUANA
FARMER ST     ,8,BURGLARY
FAYETTE BLVD,11,CRIMINAL MISCHIEF
FAYETTE BLVD   ,33,SIMPLE ASSAULT
FAYETTE ST     ,1,SIMPLE ASSAULT
FEIGEL AV,2,BURGLARY
FEIGEL AV     ,3,BURGLARY
FEIGEL AVE    ,1,LARCENY
FELLOWS,1,SIMPLE ASSAULT
FELLOWS        ,1,POSSESSION/MARIJUANA
FELLOWS AV,9,LARCENY
FELLOWS AV   ,19,LARCENY
FELLOWS AV     ,39,LARCENY
FELLOWS AVE,2,LARCENY
FELLOWS AVE    ,16,CRIMINAL MISCHIEF
FENTON ST,8,OFFN AGAINST FAMILY
FENTON ST   ,1,MV THEFT
FENTON ST     ,13,SIMPLE ASSAULT
FENWAY DR,15,SIMPLE ASSAULT
FENWAY DR     ,45,CRIMINAL MISCHIEF
FENWAY EXT    ,1,FRAUD
FERNDALE DR,5,SIMPLE ASSAULT
FERNDALE DR     ,19,LARCENY
FERNWOOD,15,SIMPLE ASSAULT
FERNWOOD        ,6,SIMPLE ASSAULT
FERNWOOD AV,42,POSSESSION/MARIJUANA
FERNWOOD AV ,1,MV THEFT
FERNWOOD AV   ,14,AGGRAVATED ASSAULT
FERNWOOD AV     ,54,SIMPLE ASSAULT
FERNWOOD AVE,4,CRIMINAL MISCHIEF
FERNWOOD AVE  ,1,LARCENY
FERNWOOD AVE    ,34,SIMPLE ASSAULT
FERRIS AV,3,BURGLARY
FERRIS AV     ,2,LARCENY
FERRIS AVE    ,3,CRIMINAL MISCHIEF
FERRIS ST     ,1,LARCENY
FILLMORE        ,2,CRIMINAL MISCHIEF
FILLMORE AV,2,POSSESSION/MARIJUANA
FILLMORE AV     ,14,SIMPLE ASSAULT
FILLMORE AVE    ,8,CRIMINAL MISCHIEF
FILMORE,1,SIMPLE ASSAULT
FINEVIEW PL     ,1,POSSESSION/MARIJUANA
FINLAY ST     ,1,FRAUD
FIRST NORTH ST,190,LARCENY
FIRST NORTH ST ,2,MURDER
FIRST NORTH ST   ,8,BURGLARY
FIRST NORTH ST    ,1,AGGRAVATED ASSAULT
FIRST NORTH ST     ,557,LARCENY
FISCOE,1,SIMPLE ASSAULT
FISCOE AV,1,LARCENY
FISCOE AV ,2,BURGLARY
FISCOE AV   ,3,AGGRAVATED ASSAULT
FISCOE AV     ,2,BURGLARY
FISCOE AVE,1,SIMPLE ASSAULT
FISCOE AVE    ,1,LARCENY
FISH AV,3,BURGLARY
FISH AV ,1,LARCENY
FISH AV   ,4,LARCENY
FISH AV     ,7,SIMPLE ASSAULT
FISH AVE,1,LARCENY
FITCH PL     ,1,AGGRAVATED ASSAULT
FITCH SCH,1,POSSESSION/MARIJUANA
FITCH ST,95,SIMPLE ASSAULT
FITCH ST   ,1,MV THEFT
FITCH ST     ,195,SIMPLE ASSAULT
FLETCHER        ,1,SIMPLE ASSAULT
FLETCHER AV   ,3,MV THEFT
FLETCHER AV     ,7,SIMPLE ASSAULT
FLETCHER AVE    ,1,BURGLARY
FLORAL PKWY   ,2,ALL OTHER OFFENSES
FOBES,17,SIMPLE ASSAULT
FOBES        ,8,SIMPLE ASSAULT
FOBES AV,26,CRIMINAL MISCHIEF
FOBES AV   ,15,MV THEFT
FOBES AV     ,58,SIMPLE ASSAULT
FOBES AVE,4,BURGLARY
FOBES AVE    ,42,SIMPLE ASSAULT
FORD,1,BURGLARY
FORD AV,3,CRIMINAL MISCHIEF
FORD AV   ,7,LARCENY
FORD AV     ,12,BURGLARY
FORD AVE,2,ALL OTHER OFFENSES
FORD AVE    ,6,LARCENY
FORDHAM RD,10,CRIMINAL MISCHIEF
FORDHAM RD   ,1,LARCENY
FORDHAM RD     ,39,CRIMINAL MISCHIEF
FOREST,13,SIMPLE ASSAULT
FOREST        ,3,SIMPLE ASSAULT
FOREST AV,30,SIMPLE ASSAULT
FOREST AV ,1,BURGLARY
FOREST AV   ,6,AGGRAVATED ASSAULT
FOREST AV     ,35,SIMPLE ASSAULT
FOREST AVE,5,AGGRAVATED ASSAULT
FOREST AVE    ,12,SIMPLE ASSAULT
FOREST HILL DR,26,OFFN AGAINST FAMILY
FOREST HILL DR     ,51,LARCENY
FORESTHILL DR,2,CRIMINAL MISCHIEF
FORESTRY DR,2,CRIMINAL MISCHIEF
FORESTRY DR     ,2,LARCENY
FORMAN AV,2,ALL OTHER OFFENSES
FORMAN AV   ,4,LARCENY
FORMAN AV     ,3,LARCENY
FORMAN AVE    ,2,SIMPLE ASSAULT
FORREST AV,1,SIMPLE ASSAULT
FOUNTAIN ST,5,SIMPLE ASSAULT
FOUNTAIN ST     ,10,SIMPLE ASSAULT
FOURTH NORTH ST,3,CRIMINAL MISCHIEF
FOURTH NORTH ST     ,10,OFFN AGAINST FAMILY
FOURTH NORTH ST   N ,1,SIMPLE ASSAULT
FOXBORO RD,1,EXTORTION
FOXBORO RD     ,1,MV THEFT
FRANKLIN PARK DR     ,2,POSSESSION/USE DANGEROUS WEAPONS
FRANKLIN ST,1,SIMPLE ASSAULT
FRANKLIN ST     ,1,LARCENY
FRISBE CT,1,CRIMINAL MISCHIEF
FRISBEE CT,2,CRIMINAL MISCHIEF
FRISBEE CT     ,2,AGGRAVATED ASSAULT
FRISBIE CT,18,AGGRAVATED ASSAULT
FRISBIE CT   ,4,LARCENY
FRISBIE CT     ,47,SIMPLE ASSAULT
FRISBIE ST,1,SIMPLE ASSAULT
FURMAN AV,1,SIMPLE ASSAULT
FURMAN ST,55,POSSESSION/MARIJUANA
FURMAN ST   ,1,AGGRAVATED ASSAULT
FURMAN ST     ,139,SIMPLE ASSAULT
GAGE CT,22,POSSESSION/MARIJUANA
GAGE CT     ,18,SIMPLE ASSAULT
GALE AV     ,1,MV THEFT
GALLOWAY DR     ,1,STOLEN PROPERTY
GAME RD,1,LARCENY
GAME RD     ,2,BURGLARY
GANNETT,1,CRIMINAL MISCHIEF
GANNETT AV   ,1,LARCENY
GANNETT AV     ,1,OFFN AGAINST FAMILY
GARFIELD,5,CRIMINAL MISCHIEF
GARFIELD        ,10,SIMPLE ASSAULT
GARFIELD AV,22,CRIMINAL MISCHIEF
GARFIELD AV   ,11,LARCENY
GARFIELD AV     ,56,SIMPLE ASSAULT
GARFIELD AVE,5,CRIMINAL MISCHIEF
GARFIELD AVE    ,24,SIMPLE ASSAULT
GARFIELD PL,1,CRIMINAL MISCHIEF
GARFIELD PL     ,1,LARCENY
GEBHARDT AV,2,CRIMINAL MISCHIEF
GEBHARDT AV     ,3,CRIMINAL MISCHIEF
GEBHARDT AVE    ,2,LARCENY
GEDDES ST,1,SIMPLE ASSAULT
GEDDES ST     ,1,POSSESSION/USE DRUG
GENANT DR,3,ALL OTHER OFFENSES
GENANT DR   ,1,BURGLARY
GENANT DR     ,9,CRIMINAL MISCHIEF
GENESEE PARK   ,1,CRIMINAL MISCHIEF
GENESEE PARK DR,31,SIMPLE ASSAULT
GENESEE PARK DR     ,59,SIMPLE ASSAULT
GENESEE PKWY DR,1,FRAUD
GENESEE ST     ,4,CRIMINAL MISCHIEF
GENESEE TER    ,1,CRIMINAL MISCHIEF
GENESSE PARK DR,1,SIMPLE ASSAULT
GENSEE PARK DR     ,1,CRIMINAL MISCHIEF
GEORGE ST,1,MV THEFT
GEORGE ST     ,1,DRIVING UNDER INFLUENCE
GERE,3,CRIMINAL MISCHIEF
GERE        ,3,CRIMINAL MISCHIEF
GERE AV,9,SIMPLE ASSAULT
GERE AV ,1,BURGLARY
GERE AV   ,3,LARCENY
GERE AV     ,9,SIMPLE ASSAULT
GERE AVE,1,SIMPLE ASSAULT
GERE AVE    ,11,SIMPLE ASSAULT
GERTRUDE AV     ,1,LARCENY
GERTRUDE ST,21,SIMPLE ASSAULT
GERTRUDE ST   ,2,AGGRAVATED ASSAULT
GERTRUDE ST     ,88,LARCENY
GERTUDE ST     ,1,BURGLARY
GIFFFORD ST     ,1,POSSESSION/MARIJUANA
GIFFITHS ST,1,SIMPLE ASSAULT
GIFFORD,1,ALL OTHER OFFENSES
GIFFORD PKWY,1,FRAUD
GIFFORD PKWY   ,3,LARCENY
GIFFORD ST,198,POSSESSION/MARIJUANA
GIFFORD ST   ,5,LARCENY
GIFFORD ST     ,375,SIMPLE ASSAULT
GIFFORD ST AND ONTARIO ST        ,1,POSSESSION/USE DANGEROUS WEAPONS
GIFFORD ST AND S GED,1,SIMPLE ASSAULT
GIFFORD STR,1,POSSESSION/MARIJUANA
GILBERT,2,CRIMINAL MISCHIEF
GILBERT        ,1,SIMPLE ASSAULT
GILBERT AV,6,LARCENY
GILBERT AV   ,2,MV THEFT
GILBERT AV     ,8,BURGLARY
GILBERT AVE,2,CRIMINAL MISCHIEF
GILBERT AVE    ,2,CRIMINAL MISCHIEF
GILBERT ST     ,2,BURGLARY
GIMINSKI DR,6,CRIMINAL MISCHIEF
GIMINSKI DR     ,10,LARCENY
GIRARD        ,1,CRIMINAL MISCHIEF
GIRARD AV,3,AGGRAVATED ASSAULT
GIRARD AV   ,4,LARCENY
GIRARD AV     ,10,LARCENY
GIRARD AVE,1,MV THEFT
GIRARD AVE    ,4,LARCENY
GLAHN,5,CRIMINAL MISCHIEF
GLAHN        ,1,SIMPLE ASSAULT
GLAHN AV,9,LARCENY
GLAHN AV   ,2,MV THEFT
GLAHN AV     ,11,SIMPLE ASSAULT
GLAHN AVE,1,OFFN AGAINST FAMILY
GLAHN AVE  ,1,MV THEFT
GLAHN AVE    ,1,SIMPLE ASSAULT
GLAHN ST,1,POSSESSION/USE DANGEROUS WEAPONS
GLASS TER    ,2,BURGLARY
GLEENWOOD AV     ,1,SIMPLE ASSAULT
GLENCOVE RD,2,CRIMINAL MISCHIEF
GLENCOVE RD     ,10,CRIMINAL MISCHIEF
GLENDALE AV     ,1,SIMPLE ASSAULT
GLENNWOOD AV     ,1,LARCENY
GLENWOOD,11,SIMPLE ASSAULT
GLENWOOD        ,12,SIMPLE ASSAULT
GLENWOOD AV,38,SIMPLE ASSAULT
GLENWOOD AV   ,14,LARCENY
GLENWOOD AV     ,99,SIMPLE ASSAULT
GLENWOOD AVE,4,CRIMINAL MISCHIEF
GLENWOOD AVE    ,42,OFFN AGAINST FAMILY
GLENWOOD DR     ,1,SIMPLE ASSAULT
GOODRICH AV,3,BURGLARY
GOODRICH AV   ,2,MV THEFT
GOODRICH AV     ,9,LARCENY
GOODRICH AVE    ,7,SIMPLE ASSAULT
GORDON,6,SIMPLE ASSAULT
GORDON        ,3,KIDNAPPING
GORDON AV,7,CRIMINAL MISCHIEF
GORDON AV ,1,MV THEFT
GORDON AV   ,5,MV THEFT
GORDON AV     ,22,LARCENY
GORDON AVE,1,CRIMINAL MISCHIEF
GORDON AVE    ,5,SIMPLE ASSAULT
GORLAND AV   ,3,LARCENY
GORLAND AV     ,3,BURGLARY
GORLAND AVE,1,CRIMINAL MISCHIEF
GORLAND AVE    ,11,SIMPLE ASSAULT
GRACE ST,28,POSSESSION/MARIJUANA
GRACE ST   ,1,MV THEFT
GRACE ST     ,62,POSSESSION/MARIJUANA
GRAHAM CT     ,1,POSSESSION/USE DRUG
GRAND,8,SIMPLE ASSAULT
GRAND        ,3,CRIMINAL MISCHIEF
GRAND AV,40,SIMPLE ASSAULT
GRAND AV   ,10,MV THEFT
GRAND AV     ,53,SIMPLE ASSAULT
GRAND AVE,3,ALL OTHER OFFENSES
GRAND AVE    ,17,SIMPLE ASSAULT
GRAND AVE & DELAWARE ST                                                            ,1,AGGRAVATED ASSAULT
GRAND AVE/ S AVERY AVE,1,POSSESSION/USE DANGEROUS WEAPONS
GRANDVIEW,1,SIMPLE ASSAULT
GRANDVIEW AV ,1,MURDER
GRANDVIEW AV     ,2,OFFN AGAINST FAMILY
GRANGER ST,3,ALL OTHER OFFENSES
GRANGER ST     ,6,AGGRAVATED ASSAULT
GRANT,4,SIMPLE ASSAULT
GRANT AV,10,SIMPLE ASSAULT
GRANT AV   ,7,AGGRAVATED ASSAULT
GRANT AV     ,29,LARCENY
GRANT AVE,1,OFFN AGAINST FAMILY
GRANT AVE ,1,MURDER
GRANT AVE    ,6,SIMPLE ASSAULT
