clean_address,crime_count,most_frequent_crime
MOORE AV     ,36,LARCENY
MOORE AVE,2,SIMPLE ASSAULT
MOORE AVE    ,16,CRIMINAL MISCHIEF
MOREY AVE    ,1,MV THEFT
MORGAN,3,SIMPLE ASSAULT
MORGAN        ,1,CRIMINAL MISCHIEF
MORGAN AV,4,AGGRAVATED ASSAULT
MORGAN AV   ,1,LARCENY
MORGAN AV     ,5,SIMPLE ASSAULT
MORGAN AVE,1,SIMPLE ASSAULT
MORGAN AVE    ,7,SIMPLE ASSAULT
MORGAN RD,1,CRIMINAL MISCHIEF
MORNINGSIDE RESERVOI DR,1,AGGRAVATED ASSAULT
MORNINGSIDE TER    ,1,MV THEFT
MORTON AV,1,SIMPLE ASSAULT
MORTON AVE    ,1,POSSESSION/USE DANGEROUS WEAPONS
MORTON ST     ,6,BURGLARY
MOSLEY DR,9,SIMPLE ASSAULT
MOSLEY DR     ,26,LARCENY
MOUNT OLYMPUS        ,1,BURGLARY
MOUNT OLYMPUS DR,10,LARCENY
MOUNT OLYMPUS DR   ,1,LARCENY
MOUNT OLYMPUS DR     ,59,LARCENY
MOUNT SAINT JAMES APTS DRWY   ,1,SIMPLE ASSAULT
MOUNTAIN VIEW AV     ,1,CRIMINAL MISCHIEF
MOUNTAINVIEW,3,LARCENY
MOUNTAINVIEW AND BALL AV     ,1,CRIMINAL MISCHIEF
MOUNTAINVIEW AV,20,CRIMINAL MISCHIEF
MOUNTAINVIEW AV   ,6,BURGLARY
MOUNTAINVIEW AV     ,22,LARCENY
MOUNTAINVIEW AV & SMITH ST    ,1,AGGRAVATED ASSAULT
MOUNTAINVIEW AVE,2,OFFN AGAINST FAMILY
MOUNTAINVIEW AVE    ,8,CRIMINAL MISCHIEF
MOUNTAINVIEW DR     ,2,POSSESSION/USE DANGEROUS WEAPONS
MRSHALL ST     ,1,LARCENY
MT OLYMPUS DR     ,2,LARCENY
MULBERRY TER,4,CRIMINAL MISCHIEF
MULBERRY TER   ,1,AGGRAVATED ASSAULT
MULBERRY TER    ,12,BURGLARY
MUNSON DR,1,CRIMINAL MISCHIEF
MUNSON DR     ,6,LARCENY
MURRAY,1,CRIMINAL MISCHIEF
MURRAY        ,1,ALL OTHER OFFENSES
MURRAY AV,14,POSSESSION/MARIJUANA
MURRAY AV   ,1,BURGLARY
MURRAY AV     ,14,SIMPLE ASSAULT
MURRAY AVE,1,SIMPLE ASSAULT
MURRAY AVE  ,1,LARCENY
MURRAY AVE    ,10,SIMPLE ASSAULT
MYRTLE ST,1,POSSESSION/MARIJUANA
MYRTLE ST     ,14,LARCENY
N  7TH ST     ,1,SIMPLE ASSAULT
N  ALVORD ST,70,CRIMINAL MISCHIEF
N  ALVORD ST     ,135,SIMPLE ASSAULT
N  ALVORED ST     ,1,ROBBERY
N  BEECH ST,29,SIMPLE ASSAULT
N  BEECH ST     ,60,SIMPLE ASSAULT
N  CLINTON ST,47,LARCENY
N  CLINTON ST     ,96,LARCENY
N  CLINTON TPKE   ,1,SIMPLE ASSAULT
N  COLLINGWOOD,4,DRIVING UNDER INFLUENCE
N  COLLINGWOOD AV,13,SIMPLE ASSAULT
N  COLLINGWOOD AV     ,30,SIMPLE ASSAULT
N  COLLINGWOOD AVE,6,CRIMINAL MISCHIEF
N  COLLINGWOOD AVE    ,5,LARCENY
N  CROUSE,3,CRIMINAL MISCHIEF
N  CROUSE AV,4,POSSESSION/MARIJUANA
N  CROUSE AV   ,2,LARCENY
N  CROUSE AV     ,21,CRIMINAL MISCHIEF
N  CROUSE AVE,3,CRIMINAL MISCHIEF
N  CROUSE AVE    ,9,ALL OTHER OFFENSES
N  EDWARDS,6,SIMPLE ASSAULT
N  EDWARDS        ,1,CRIMINAL MISCHIEF
N  EDWARDS AV,17,SIMPLE ASSAULT
N  EDWARDS AV   ,2,AGGRAVATED ASSAULT
N  EDWARDS AV     ,35,BURGLARY
N  EDWARDS AVE,3,CRIMINAL MISCHIEF
N  EDWARDS AVE    ,17,CRIMINAL MISCHIEF
N  ERIE BLVD W,1,CRIMINAL MISCHIEF
N  FIRST ST     ,1,CRIMINAL MISCHIEF
N  FRANKLIN ST,27,LARCENY
N  FRANKLIN ST     ,54,LARCENY
N  GEDDES ST,76,SIMPLE ASSAULT
N  GEDDES ST     ,151,SIMPLE ASSAULT
N  GEDDES ST FROM WB I 690 RAMP   ,1,ALL OTHER OFFENSES
N  GEDDESS ST,1,SIMPLE ASSAULT
N  GLENCOVE RD,11,CRIMINAL MISCHIEF
N  GLENCOVE RD     ,11,CRIMINAL MISCHIEF
N  HUGHES PL,1,SIMPLE ASSAULT
N  HUGHES PL     ,1,LARCENY
N  I81,1,POSSESSION/USE DRUG
N  I81        ,1,AGGRAVATED ASSAULT
N  INTERSTATE 81 INT    ,1,CRIMINAL MISCHIEF
N  LORRAINE AV     ,2,CRIMINAL MISCHIEF
N  LOWELL,2,SIMPLE ASSAULT
N  LOWELL AV,10,DRIVING UNDER INFLUENCE
N  LOWELL AV     ,27,CRIMINAL MISCHIEF
N  LOWELL AVE    ,9,CRIMINAL MISCHIEF
N  LOWELL ST     ,1,CRIMINAL MISCHIEF
N  MCBRDIE ST     ,1,BURGLARY
N  MCBRIDE ST,39,CRIMINAL MISCHIEF
N  MCBRIDE ST     ,124,CRIMINAL MISCHIEF
N  MIDLER,18,CRIMINAL MISCHIEF
N  MIDLER        ,14,CRIMINAL MISCHIEF
N  MIDLER AV,43,SIMPLE ASSAULT
N  MIDLER AV   ,7,BURGLARY
N  MIDLER AV     ,91,SIMPLE ASSAULT
N  MIDLER AVE,8,OFFN AGAINST FAMILY
N  MIDLER AVE    ,38,SIMPLE ASSAULT
N  MIDLER AVE AT 690E        ,1,SIMPLE ASSAULT
N  MIDLER AVE AT JAMES ST,1,SIMPLE ASSAULT
N  MIDLER DR     ,1,SIMPLE ASSAULT
N  MIDLER ST     ,1,FRAUD
N  NB I 81 FRWY   ,1,POSSESSION/USE DANGEROUS WEAPONS
N  RENWICK AV,1,LARCENY
N  SAALINA ST     ,1,OFFN AGAINST FAMILY
N  SALIAN ST     ,1,CRIMINAL MISCHIEF
N  SALINA        ,1,AGGRAVATED ASSAULT
N  SALINA ST,327,SIMPLE ASSAULT
N  SALINA ST   ,1,CRIMINAL MISCHIEF
N  SALINA ST     ,654,LARCENY
N  STATE ST,146,SIMPLE ASSAULT
N  STATE ST     ,364,SIMPLE ASSAULT
N  STATE WAY    ,1,SIMPLE ASSAULT
N  TOWNSEND AND JAMES ST,1,ROBBERY
N  TOWNSEND AV     ,2,CRIMINAL MISCHIEF
N  TOWNSEND PL,1,CRIMINAL MISCHIEF
N  TOWNSEND ST,106,CRIMINAL MISCHIEF
N  TOWNSEND ST     ,277,SIMPLE ASSAULT
N  TOWNSEND TER    ,1,BURGLARY
N  WARREN ST,1,MV THEFT
N  WARREN ST     ,2,CRIMINAL MISCHIEF
N  WEST ST,4,LARCENY
N  WEST ST     ,5,ALL OTHER OFFENSES
N  WILBUR,1,ALL OTHER OFFENSES
N  WILBUR AV,3,AGGRAVATED ASSAULT
N  WILBUR AV   ,2,AGGRAVATED ASSAULT
N  WILBUR AV     ,6,CRIMINAL MISCHIEF
N  WILBUR AVE    ,2,CRIMINAL MISCHIEF
N ALVORD ST ,1,MURDER
N ALVORD ST     ,12,LARCENY
N BEECH ST,1,ROBBERY
N BEECH ST   ,1,AGGRAVATED ASSAULT
N BEECH ST     ,6,BURGLARY
N CLINTON ST   ,3,LARCENY
N CLINTON ST     ,24,LARCENY
N CLINTON ST & GENANT DR        ,1,MV THEFT
N COLLINGWOOD AV   ,4,MV THEFT
N CROUSE AV ,1,BURGLARY
N CROUSE AV   ,3,AGGRAVATED ASSAULT
N EDWARDS AV   ,4,AGGRAVATED ASSAULT
N FRANKLIN ST,1,MV THEFT
N FRANKLIN ST     ,18,LARCENY
N FRANKLIN ST & BUTTERNUT ST,1,MV THEFT
N FRANKLIN ST & HERALD PL        ,1,AGGRAVATED ASSAULT
N GEDDES ST ,1,AGGRAVATED ASSAULT
N GEDDES ST   ,4,AGGRAVATED ASSAULT
N GEDDES ST     ,10,LARCENY
N GEDDES ST        ,1,AGGRAVATED ASSAULT
N GEDDES ST & RICHMOND AV,1,AGGRAVATED ASSAULT
N GLENCOVE RD     ,2,MV THEFT
N LOWELL AV ,1,MV THEFT
N LOWELL AV   ,6,MV THEFT
N MCBRIDE ST   ,2,LARCENY
N MCBRIDE ST     ,16,LARCENY
N MIDLER AV,1,AGGRAVATED ASSAULT
N MIDLER AV   ,23,BURGLARY
N SALINA ST,2,LARCENY
N SALINA ST ,1,MURDER
N SALINA ST   ,13,AGGRAVATED ASSAULT
N SALINA ST     ,127,BURGLARY
N SALINA ST & BUTTERNUT ST        ,1,MV THEFT
N SALINA ST & E WILLOW ST        ,1,AGGRAVATED ASSAULT
N SALINA ST & ERIE BLVD E    ,1,MV THEFT
N SALINA ST & W GENESEE ST,1,AGGRAVATED ASSAULT
N SALINA ST & WOLF ST        ,2,LARCENY
N SALINA ST AND COURT ST        ,1,SIMPLE ASSAULT
N SALINA ST AT WILLOW ST        ,1,SIMPLE ASSAULT
N STATE ST,1,MURDER
N STATE ST ,2,MURDER
N STATE ST   ,4,BURGLARY
N STATE ST     ,39,LARCENY
N STATE ST & CATAWBA ST        ,1,MV THEFT
N STATE ST & ERIE BLVD E                                                           ,1,MV THEFT
N TOWNSEND ST   ,7,AGGRAVATED ASSAULT
N TOWNSEND ST     ,22,AGGRAVATED ASSAULT
N TOWNSEND ST        ,1,AGGRAVATED ASSAULT
N TOWNSEND ST & E LAUREL ST    ,1,LARCENY
N TURTLE ST     ,1,LARCENY
N WARREN ST     ,1,LARCENY
N WEST ST   ,1,AGGRAVATED ASSAULT
N WILBUR AV   ,2,MV THEFT
NB 81 EAST ADAMS EXIT        ,1,POSSESSION/USE DANGEROUS WEAPONS
NB I 81,4,DRIVING UNDER INFLUENCE
NB I 81        ,11,DRIVING UNDER INFLUENCE
NB I 81 & E COLVIN ST TO NB I 81 RAMP        ,1,LARCENY
NB I 81 TO EB I 690        ,1,OFFN AGAINST FAMILY
NB I81        ,2,CRIMINAL MISCHIEF
NB I81 @ E ADAMS ST        ,1,POSSESSION/MARIJUANA
NB WEST STREET ARTERIAL,3,POSSESSION/USE DRUG
NB WEST STREET ARTERIAL        ,1,OFFN AGAINST FAMILY
NBT BANK PKWY,3,CRIMINAL MISCHIEF
NBT BANK PKWY   ,1,KIDNAPPING
NE ONONDAGA BLVD,1,SIMPLE ASSAULT
NELSON ST,28,SIMPLE ASSAULT
NELSON ST     ,37,SIMPLE ASSAULT
NEUTRAL CT,8,CRIMINAL MISCHIEF
NEUTRAL CT     ,43,SIMPLE ASSAULT
NEW ST,2,CRIMINAL MISCHIEF
NEW ST     ,15,LARCENY
NEWBERRY HOLLOW LN,1,FORGERY/COUNTERFEIT
NEWBURY HOLLOW LN,11,LARCENY
NEWBURY HOLLOW LN   ,4,MV THEFT
NEWBURY HOLLOW LN     ,43,LARCENY
NIAGARA ST,18,POSSESSION/MARIJUANA
NIAGARA ST     ,25,POSSESSION/MARIJUANA
NIAGARA ST & GIFFORD ST        ,1,MV THEFT
NIAGARA ST/ GIFFORD,1,POSSESSION/MARIJUANA
NIAGRA ST,2,POSSESSION/USE DRUG
NICHOLAS,1,SIMPLE ASSAULT
NICHOLS,1,OFFN AGAINST FAMILY
NICHOLS        ,5,SIMPLE ASSAULT
NICHOLS AV,16,SIMPLE ASSAULT
NICHOLS AV   ,3,AGGRAVATED ASSAULT
NICHOLS AV     ,34,LARCENY
NICHOLS AVE,3,SIMPLE ASSAULT
NICHOLS AVE    ,15,CRIMINAL MISCHIEF
NICKS WAY    ,1,SIMPLE ASSAULT
NIVEN ST,4,LARCENY
NIVEN ST     ,20,SIMPLE ASSAULT
NORMANOR DR,2,SIMPLE ASSAULT
NORMANOR DR   ,1,AGGRAVATED ASSAULT
NORMANOR DR     ,9,SIMPLE ASSAULT
NORTH,3,SIMPLE ASSAULT
NORTH        ,5,CRIMINAL MISCHIEF
NORTH AV,13,BURGLARY
NORTH AV ,1,BURGLARY
NORTH AV   ,7,MV THEFT
NORTH AV     ,25,LARCENY
NORTH AVE,6,SIMPLE ASSAULT
NORTH AVE    ,9,SIMPLE ASSAULT
NORTH BOUND 81        ,1,AGGRAVATED ASSAULT
NORTHCLIFF RD     ,2,LARCENY
NORTHCLIFFE RD,6,CRIMINAL MISCHIEF
NORTHCLIFFE RD     ,22,LARCENY
NORTHWAY ST,7,CRIMINAL MISCHIEF
NORTHWAY ST     ,16,CRIMINAL MISCHIEF
NORWOOD,1,SIMPLE ASSAULT
NORWOOD        ,3,SIMPLE ASSAULT
NORWOOD AV,10,SIMPLE ASSAULT
NORWOOD AV   ,2,LARCENY
NORWOOD AV     ,24,LARCENY
NORWOOD AVE,3,CRIMINAL MISCHIEF
NORWOOD AVE    ,8,CRIMINAL MISCHIEF
NOTTINGHAM RD,3,ALL OTHER OFFENSES
NOTTINGHAM RD     ,10,BURGLARY
NURSERY LN     ,6,MV THEFT
NW OAK        ,1,ROBBERY
OAK PL,4,CRIMINAL MISCHIEF
OAK PL     ,10,OFFN AGAINST FAMILY
OAK ST,156,SIMPLE ASSAULT
OAK ST   ,5,AGGRAVATED ASSAULT
OAK ST     ,262,SIMPLE ASSAULT
OAK ST AND LODI ST     ,1,ROBBERY
OAKDALE CT,2,BURGLARY
OAKDALE CT     ,11,CRIMINAL MISCHIEF
OAKDALE DR,3,OFFN AGAINST FAMILY
OAKDALE DR   ,1,AGGRAVATED ASSAULT
OAKDALE DR     ,6,AGGRAVATED ASSAULT
OAKLAND ST,1,LARCENY
OAKLAND ST     ,5,CRIMINAL MISCHIEF
OAKLEY DR     ,1,SIMPLE ASSAULT
OAKLEY DR   E,3,BURGLARY
OAKWOOD,9,POSSESSION/USE DANGEROUS WEAPONS
OAKWOOD        ,3,POSSESSION/USE DANGEROUS WEAPONS
OAKWOOD AV,48,POSSESSION/MARIJUANA
OAKWOOD AV ,2,MURDER
OAKWOOD AV   ,20,LARCENY
OAKWOOD AV     ,97,POSSESSION/MARIJUANA
OAKWOOD AV & BURT ST        ,1,LARCENY
OAKWOOD AV & TRUTH TER    ,1,MV THEFT
OAKWOOD AVE,3,OFFN AGAINST FAMILY
OAKWOOD AVE    ,28,SIMPLE ASSAULT
OAKWOOD AVE @ E KENNEDY ST     ,1,ALL OTHER OFFENSES
OBERST ST,7,POSSESSION/USE DANGEROUS WEAPONS
OBERST ST     ,18,SIMPLE ASSAULT
OLD COLLAMER RD   S ,2,POSSESSION/USE DANGEROUS WEAPONS
OLIVE ST,7,CRIMINAL MISCHIEF
OLIVE ST     ,14,BURGLARY
ONEIDA,1,POSSESSION/MARIJUANA
ONEIDA ST,17,SIMPLE ASSAULT
ONEIDA ST     ,37,CRIMINAL MISCHIEF
ONIEDA ST     ,1,LARCENY
ONONDAGA,15,CRIMINAL MISCHIEF
ONONDAGA        ,5,OFFN AGAINST FAMILY
ONONDAGA AV,132,POSSESSION/MARIJUANA
ONONDAGA AV ,6,AGGRAVATED ASSAULT
ONONDAGA AV   ,43,AGGRAVATED ASSAULT
ONONDAGA AV     ,130,POSSESSION/MARIJUANA
ONONDAGA AVE,11,SIMPLE ASSAULT
ONONDAGA AVE    ,60,SIMPLE ASSAULT
ONONDAGA BLVD,37,LARCENY
ONONDAGA BLVD ,2,LARCENY
ONONDAGA BLVD   ,204,LARCENY
ONONDAGA Blvd   ,1,BURGLARY
ONONDAGA CREEK BLVD,12,SIMPLE ASSAULT
ONONDAGA CREEK BLVD   ,22,SIMPLE ASSAULT
ONONDAGA CREEK BLVD E,1,ALL OTHER OFFENSES
ONONDAGA CREEK BLVD E ,1,ALL OTHER OFFENSES
ONONDAGA CREEK WALK        ,1,ROBBERY
ONONDAGA CREEKWALK        ,1,LARCENY
ONONDAGA PARK DR,5,POSSESSION/MARIJUANA
ONONDAGA PARK DR     ,1,POSSESSION/MARIJUANA
ONONDAGA PARK DR   E,1,POSSESSION/USE DRUG
ONONDAGA RD,1,SIMPLE ASSAULT
ONONDAGA ST     ,4,LARCENY
ONONDAGA TER,3,BURGLARY
ONONDAGA TER    ,3,BURGLARY
ONTARIO ST,6,POSSESSION/MARIJUANA
ONTARIO ST     ,8,POSSESSION/MARIJUANA
OPAL DR,1,POSSESSION/USE DRUG
ORISKANY DR     ,4,LARCENY
ORLANDO,4,CRIMINAL MISCHIEF
ORLANDO        ,3,ALL OTHER OFFENSES
ORLANDO AV,7,ROBBERY
ORLANDO AV   ,4,LARCENY
ORLANDO AV     ,14,SIMPLE ASSAULT
ORLANDO AVE,2,OFFN AGAINST FAMILY
ORLANDO AVE    ,5,CRIMINAL MISCHIEF
ORLANDO ST     ,1,POSSESSION/USE DANGEROUS WEAPONS
ORVILTON DR,1,SIMPLE ASSAULT
ORWOOD PL     ,1,OFFN AGAINST FAMILY
OSTICO ST,1,POSSESSION/USE DRUG
OSTICO ST     ,1,CRIMINAL MISCHIEF
OSTOM AV     ,1,AGGRAVATED ASSAULT
OSTROM,5,ALL OTHER OFFENSES
OSTROM        ,1,CRIMINAL MISCHIEF
OSTROM AV,57,LARCENY
OSTROM AV ,1,LARCENY
OSTROM AV   ,31,LARCENY
OSTROM AV     ,81,LARCENY
OSTROM AV & WAVERLY AV,1,ROBBERY
OSTROM AVE,13,CRIMINAL MISCHIEF
OSTROM AVE  ,2,LARCENY
OSTROM AVE    ,30,LARCENY
OSTRUM AV     ,4,BURGLARY
OSWEGO BLVD,1,CRIMINAL MISCHIEF
OSWEGO BLVD   ,2,LARCENY
OSWEGO BLVD/ERIE BLVD.        ,1,CRIMINAL MISCHIEF
OSWEGO ST,64,POSSESSION/MARIJUANA
OSWEGO ST     ,116,POSSESSION/MARIJUANA
OTISCO ST,66,SIMPLE ASSAULT
OTISCO ST   ,3,AGGRAVATED ASSAULT
OTISCO ST     ,145,SIMPLE ASSAULT
OTTO ST,1,POSSESSION/MARIJUANA
OTTO ST     ,1,BURGLARY
OVERLOOK DR,2,BURGLARY
OVERLOOK DR     ,5,BURGLARY
OXFORD ST,3,LARCENY
OXFORD ST     ,3,CRIMINAL MISCHIEF
PACIFIC,4,CRIMINAL MISCHIEF
PACIFIC        ,3,CRIMINAL MISCHIEF
PACIFIC AV,6,BURGLARY
PACIFIC AV   ,1,BURGLARY
PACIFIC AV     ,8,CRIMINAL MISCHIEF
PACIFIC AVE,1,OFFN AGAINST FAMILY
PACIFIC AVE    ,5,CRIMINAL MISCHIEF
PALMER,2,AGGRAVATED ASSAULT
PALMER        ,2,POSSESSION/USE DANGEROUS WEAPONS
PALMER AV,23,CRIMINAL MISCHIEF
PALMER AV   ,10,BURGLARY
PALMER AV     ,49,SIMPLE ASSAULT
PALMER AVE,1,ALL OTHER OFFENSES
PALMER AVE    ,21,SIMPLE ASSAULT
PALMER LN,6,SIMPLE ASSAULT
PALMER LN     ,2,AGGRAVATED ASSAULT
PARISH LN     ,1,MV THEFT
PARK,20,SIMPLE ASSAULT
PARK        ,9,POSSESSION/USE DANGEROUS WEAPONS
PARK AND LAKEVIEW AV     ,1,ROBBERY
PARK AND STEUBEN ST     ,1,SIMPLE ASSAULT
PARK AV,64,SIMPLE ASSAULT
PARK AV ,3,BURGLARY
PARK AV   ,41,BURGLARY
PARK AV     ,132,SIMPLE ASSAULT
PARK AV & N GEDDES ST        ,1,AGGRAVATED ASSAULT
PARK AVE,15,SIMPLE ASSAULT
PARK AVE    ,63,SIMPLE ASSAULT
PARK AVE & SACKETT S,1,POSSESSION/MARIJUANA
PARK RD     ,1,STOLEN PROPERTY
PARK SPUR   ,1,AGGRAVATED ASSAULT
PARK ST,357,SIMPLE ASSAULT
PARK ST ,1,ROBBERY
PARK ST   ,12,AGGRAVATED ASSAULT
PARK ST     ,769,SIMPLE ASSAULT
PARK ST        ,1,AGGRAVATED ASSAULT
PARK ST & CARBON ST    ,1,MV THEFT
PARK ST & HIAWATHA BLVD E        ,1,LARCENY
PARK ST & HIGHLAND ST,1,MV THEFT
PARK ST & OAK ST,1,MV THEFT
PARK ST AT POND ST        ,1,ROBBERY
PARKSIDE,4,SIMPLE ASSAULT
PARKSIDE        ,3,CRIMINAL MISCHIEF
PARKSIDE AV,5,SIMPLE ASSAULT
PARKSIDE AV   ,8,BURGLARY
PARKSIDE AV     ,35,SIMPLE ASSAULT
PARKSIDE AVE,1,SIMPLE ASSAULT
PARKSIDE AVE    ,18,SIMPLE ASSAULT
PARKSIDE DR     ,1,CRIMINAL MISCHIEF
PARKVIEW,1,SIMPLE ASSAULT
PARKVIEW        ,1,SIMPLE ASSAULT
PARKVIEW AV,3,LARCENY
PARKVIEW AV   ,1,MV THEFT
PARKVIEW AV     ,3,DISORDERLY CONDUCT
PARKVIEW AVE    ,2,CRIMINAL MISCHIEF
PARKWAY AV     ,1,CRIMINAL MISCHIEF
PARKWAY DR,14,CRIMINAL MISCHIEF
PARKWAY DR ,1,MURDER
PARKWAY DR     ,61,SIMPLE ASSAULT
PARRISH LN,1,SIMPLE ASSAULT
PARRISH LN     ,8,LARCENY
PASTIME DR,6,PROSTITUTION PATRON/PROMOTING
PASTIME DR     ,3,AGGRAVATED ASSAULT
PATTISON ST,14,SIMPLE ASSAULT
PATTISON ST     ,41,CRIMINAL MISCHIEF
PAUL,3,BURGLARY
PAUL        ,1,SIMPLE ASSAULT
PAUL AV,3,SIMPLE ASSAULT
PAUL AV   ,3,LARCENY
PAUL AV     ,17,LARCENY
PAUL AVE,3,SIMPLE ASSAULT
PAUL AVE    ,8,CRIMINAL MISCHIEF
PAUL ST     ,1,CRIMINAL MISCHIEF
PAVILION TER,1,POSSESSION/USE DRUG
PEARL ST,12,CRIMINAL MISCHIEF
PEARL ST ,1,MURDER
PEARL ST   ,1,MV THEFT
PEARL ST     ,16,CRIMINAL MISCHIEF
PEARL ST TO NB I 81 RAMP,1,POSSESSION/MARIJUANA
PEAT ST,13,LARCENY
PEAT ST     ,16,BURGLARY
PECK,1,SIMPLE ASSAULT
PECK        ,1,CRIMINAL MISCHIEF
PECK AV,8,CRIMINAL MISCHIEF
PECK AV   ,4,LARCENY
PECK AV     ,15,LARCENY
PECK AVE,1,OFFN AGAINST FAMILY
PECK AVE    ,5,SIMPLE ASSAULT
PENNSYLVANIA AV,4,SIMPLE ASSAULT
PENNSYLVANIA AV   ,1,LARCENY
PENNSYLVANIA AV     ,1,SIMPLE ASSAULT
PENNSYLVANIA AVE    ,2,CRIMINAL MISCHIEF
PENTA DR,2,CRIMINAL MISCHIEF
PENTA DR     ,8,LARCENY
PERSHING AV,1,POSSESSION/MARIJUANA
PERSHING AV   ,1,AGGRAVATED ASSAULT
PERSHING AV     ,3,LARCENY
PERSHING AVE    ,1,SIMPLE ASSAULT
PETERS ST,18,CRIMINAL MISCHIEF
PETERS ST     ,36,CRIMINAL MISCHIEF
PHARIS AV     ,1,OFFN AGAINST FAMILY
PHARIS SCH    ,1,SIMPLE ASSAULT
PHARIS ST,7,SIMPLE ASSAULT
PHARIS ST     ,31,SIMPLE ASSAULT
PHILLIPS RD,2,LARCENY
PHILLIPS RD     ,7,BURGLARY
PIECE ST,1,SIMPLE ASSAULT
PIERCE ST,4,BURGLARY
PIERCE ST     ,16,CRIMINAL MISCHIEF
PINE GROVE ST     ,4,MV THEFT
PINE ST,7,SIMPLE ASSAULT
PINE ST     ,19,LARCENY
PLEASANT ST     ,1,FRAUD
PLEASANTVIEW        ,1,SIMPLE ASSAULT
PLEASANTVIEW AV,3,SIMPLE ASSAULT
PLEASANTVIEW AV   ,2,LARCENY
PLEASANTVIEW AV     ,13,LARCENY
PLEASANTVIEW AVE    ,5,SIMPLE ASSAULT
PLEASANTVIEW DR,1,SIMPLE ASSAULT
PLUM ST,16,LARCENY
PLUM ST   ,1,LARCENY
PLUM ST     ,41,LARCENY
PLYMOUTH DR,16,CRIMINAL MISCHIEF
PLYMOUTH DR     ,36,CRIMINAL MISCHIEF
POLK ST,34,SIMPLE ASSAULT
POLK ST ,1,LARCENY
POLK ST   ,1,MV THEFT
POLK ST     ,94,LARCENY
POND AND STEUBEN ST,1,OFFN AGAINST FAMILY
POND AV     ,1,BURGLARY
POND LN,6,SIMPLE ASSAULT
POND LN     ,23,SIMPLE ASSAULT
POND ST,150,SIMPLE ASSAULT
POND ST   ,4,LARCENY
POND ST     ,341,SIMPLE ASSAULT
POND ST & FIRST NORTH ST  ,1,ROBBERY
PREDENTIAL PLZ    ,1,LARCENY
PRESIDENTIAL CT,4,BURGLARY
PRESIDENTIAL CT     ,17,BURGLARY
PRESIDENTIAL CTR    ,1,CRIMINAL MISCHIEF
PRESIDENTIAL PL,1,LARCENY
PRESIDENTIAL PL     ,6,LARCENY
PRESIDENTIAL PLZ,24,LARCENY
PRESIDENTIAL PLZ  ,1,LARCENY
PRESIDENTIAL PLZ   ,5,MV THEFT
PRESIDENTIAL PLZ    ,96,LARCENY
PRIMROSE,9,SIMPLE ASSAULT
PRIMROSE        ,3,SIMPLE ASSAULT
PRIMROSE AV,20,POSSESSION/MARIJUANA
PRIMROSE AV ,1,MV THEFT
PRIMROSE AV   ,9,AGGRAVATED ASSAULT
PRIMROSE AV     ,35,SIMPLE ASSAULT
PRIMROSE AVE,4,SIMPLE ASSAULT
PRIMROSE AVE    ,7,SIMPLE ASSAULT
PROSPECT,14,SIMPLE ASSAULT
PROSPECT        ,8,SIMPLE ASSAULT
PROSPECT AV,67,SIMPLE ASSAULT
PROSPECT AV ,1,LARCENY
PROSPECT AV   ,9,LARCENY
PROSPECT AV     ,110,SIMPLE ASSAULT
PROSPECT AVE,23,SIMPLE ASSAULT
PROSPECT AVE    ,47,SIMPLE ASSAULT
PULASKI ST,8,SIMPLE ASSAULT
PULASKI ST ,1,BURGLARY
PULASKI ST     ,15,BURGLARY
PUTMAN ST     ,2,LARCENY
PUTNAM ST,66,SIMPLE ASSAULT
PUTNAM ST ,1,MV THEFT
PUTNAM ST   ,1,AGGRAVATED ASSAULT
PUTNAM ST     ,140,SIMPLE ASSAULT
PUTNAM ST & S GEDDES ST    ,1,MV THEFT
Park ST     ,1,LARCENY
RADCLIFFE RD     ,1,BURGLARY
RADDISON CT,2,ALL OTHER OFFENSES
RADDISON CT     ,1,CRIMINAL MISCHIEF
RADISSON CORR,1,KIDNAPPING
RADISSON CT,29,SIMPLE ASSAULT
RADISSON CT   ,1,BURGLARY
RADISSON CT     ,50,SIMPLE ASSAULT
RAMSEY AV   ,1,LARCENY
RAMSEY AV     ,1,POSSESSION/MARIJUANA
RANDALL,4,CRIMINAL MISCHIEF
RANDALL AV,7,SIMPLE ASSAULT
RANDALL AV   ,3,AGGRAVATED ASSAULT
RANDALL AV     ,10,SIMPLE ASSAULT
RANDALL AVE    ,1,CRIMINAL MISCHIEF
RANDOLPH ST,8,CRIMINAL MISCHIEF
RANDOLPH ST     ,14,MV THEFT
RANN AV     ,2,MV THEFT
RAYMOND,1,POSSESSION/USE DANGEROUS WEAPONS
RAYMOND AV,1,POSSESSION/USE DANGEROUS WEAPONS
RAYMOND AV   ,1,ROBBERY
RAYMOND AV     ,7,BURGLARY
RAYNOR AV,1,SIMPLE ASSAULT
RAYNOR AV     ,2,ALL OTHER OFFENSES
REDFIELD AV     ,1,CRIMINAL MISCHIEF
REDFIELD PL,19,BURGLARY
REDFIELD PL   ,1,LARCENY
REDFIELD PL     ,33,LARCENY
REED,6,SIMPLE ASSAULT
REED        ,6,CRIMINAL MISCHIEF
REED AV,15,SIMPLE ASSAULT
REED AV   ,5,AGGRAVATED ASSAULT
REED AV     ,37,SIMPLE ASSAULT
REED AVE,4,CRIMINAL MISCHIEF
REED AVE    ,22,SIMPLE ASSAULT
